exercise_id,exercise_name,target_muscle_group,difficulty_level,default_duration_seconds,default_rest_duration_seconds,calories_burned_per_minute,equipment_needed,exercise_category,instructions,safety_tips
309,Burpee tuck jump,lower_body,2,20,10,9.0,bodyweight,plyometrics,The burpee tuck jump is an explosive version of the burpee exercise that adds a tuck jump to the top of each rep. It can be performed for time or reps in any fat-loss or athleticism-focused circuit or workout,
310,Speed skater,lower_body,2,20,10,9.0,bodyweight,plyometrics,"The speed skater is an explosive version of the lateral lunge that involves jumping from side to side and landing on a single leg, then touching the ground. It challenges the lower-body muscles, including the quads, hips, and glutes, and the cardiovascular system, while training lateral movement",
311,Jumping knee up-down,lower_body,2,20,10,9.0,bodyweight,plyometrics,"The jumping knee up-down is an explosive bodyweight movement that consists of a knee up-down followed by a jump squat. It targets the muscles of the lower body, including the quads, glutes, and hamstrings, but is also a challenging power and conditioning exercise",
312,Seal jack,lower_body,2,20,10,9.0,bodyweight,strength,"The seal jack is a variation on the jumping jack, one the most common calisthenic exercises on the planet. The difference between this movement and the jumping jack has to do with the arm motion. Instead of the arms coming together overhead, they come together in front of the body, like a seal clapping its fins",
313,Single-Leg Squat With Knee Tap,lower_body,3,20,10,12.0,bodyweight,strength,"The single-leg knee-tap squat is a single-leg squat variation that involves “floating” the back leg over the ground on the descent until touching just the knee to the ground or a pad. It is similar to a lunge, but without touching the back foot to the ground. It is an intense strength and coordination challenge that can work in any strength- or athleticism-focused workout",
314,Shuttle run,lower_body,2,20,10,10.8,bodyweight,cardio,"The shuttle run is an athletic conditioning drill that’s great for developing speed and power, as well as changing direction. It’s a favorite of football and basketball players, but it can also be great conditioning work for lifters and athletes of all ability levels",
315,Jumping jack-,lower_body,2,20,10,9.0,bodyweight,plyometrics,"The jumping jack is a classic calisthenics exercise to improve overall conditioning. It’s one the most recognizable exercises on the planet, and it’s almost synonymous with training for military recruits. It can be done for time or reps, often in dynamic warm-ups or to mobilize the hips and shoulders",
316,Arms-crossed jump squat,lower_body,2,20,10,9.0,bodyweight,strength,"The arms-crossed jump squat is an explosive version of the jump squat. Crossing your arms eliminates any extra power that could come from swinging your arms, making the movement extra strict and challenging for the lower body. It can be performed for time or reps and is especially effective in a fat-loss or athleticism-focused circuit or workout",
317,Bodyweight Reverse Lunge,lower_body,2,20,10,9.0,bodyweight,strength,"The reverse lunge is a lower-body exercise targeting the quads, glutes, and hamstrings. The reverse lunge places more emphasis on the glutes than other lunge variations",
318,Treadmill walking,lower_body,2,20,10,10.8,bodyweight,cardio,"Treadmill walking is a popular cardiovascular exercise performed on a machine that is available in most gyms. Performing this exercise on a treadmill allows you to adjust the speed of your walking and, depending on the machine, perform it on an adjustable incline. Many machines also have built-in heart rate monitors and timers to help you track your progress",
319,Depth jump box jump,lower_body,2,20,10,9.0,bodyweight,plyometrics,"The depth jump box jump is a plyometric exercise that entails jumping off one box, dropping into a squat, and then jumping up onto another box. These are all performed fluidly to complete one rep. Depth jumps have been a staple of high-level athletic programming for decades. They are usually performed for low reps with a focus on power and technique. If they hurt your knees or back, consider performing box jumps or squat jumps instead",
320,Bodyweight Walking Lunge,lower_body,2,20,10,9.0,bodyweight,strength,"The walking lunge is a lower-body exercise that targets the glutes, quads, and hamstrings while challenging stability and balance. It can be performed for reps, time, or distance in the lower-body portion of any workout",
321,Jump Squat,lower_body,2,20,10,9.0,bodyweight,plyometrics,"The jump squat is an explosive bodyweight exercise targeting the quads, hamstrings, and glutes. It is also a serious cardiovascular challenge when done for reps. It can be performed as a power exercise to build jumping power, or in any fat-loss or athleticism-focused workout",
322,Over bench jump,lower_body,2,20,10,9.0,bodyweight,plyometrics,The over bench jump is a plyometric exercise requiring only a weight bench to perform. It improves jumping ability and athleticism while burning a lot of calories,
323,Split Jump,lower_body,2,20,10,9.0,bodyweight,plyometrics,"The alternating lunge jump is an explosive bodyweight exercise that targets the lower-body muscles, including the quads, glutes, and hamstrings. It can be performed for time or reps in power training, and is also effective in any fat-loss or athleticism-focused workout",
324,90-degree jump squat,lower_body,2,20,10,9.0,bodyweight,plyometrics,"The 90-degree jump squat is an explosive bodyweight exercise that targets the muscles of the lower body, including the quads, glutes, and hamstrings, as well as the cardiovascular system. It can be performed for time or reps, usually in a fat-loss or athleticism-focused circuit workout",
325,Skip,lower_body,2,20,10,9.0,bodyweight,plyometrics,"The skip is an exercise that builds power and explosiveness in the legs. It's commonly performed by children and in gym classes, but is also great for working the legs and hip flexors, making it a favorite warm-up for athletes who need to explode vertically",
326,Thigh killa,lower_body,2,20,10,9.0,bodyweight,strength,"The thigh killa is a challenging lower-body bodyweight exercise that builds muscular endurance with a series of hops and bodyweight squats. It can be performed for time or reps, usually in a circuit workout or as a lower-body finisher",
327,Southpaw sprawl,lower_body,2,20,10,9.0,bodyweight,plyometrics,"The southpaw sprawl is a full-body movement that combines elements of a single-arm plank and a sprawl. It also has a rotational component, with a jumping leg-cross and torso twist in a single-arm plank position. It is a challenging move that trains balance, core strength, and many muscle groups, making it work well in a time-efficient bodyweight circuit workout",
328,Knee Tuck Jump,lower_body,2,20,10,9.0,bodyweight,plyometrics,"The tuck jump is a vertical jump, an explosive lower-body exercise that is a common way to measure explosive hip and lower-body strength in athletes. The more explosive you are, the higher you'll be able to jump",
329,Reverse lunge,lower_body,2,20,10,9.0,bodyweight,stretching,"The reverse lunge is a lower-body exercise targeting the quads, glutes, and hamstrings. The reverse lunge places more emphasis on the glutes than other lunge variations",
330,Total Fitness Hamstring Slide,lower_body,2,20,10,9.0,bodyweight,strength,"The hamstring slide is a bodyweight exercise targeting the hamstrings. Lying supine on a smooth surface, you bend your knees to pull both heels toward you. The sliding action requires a pad, cloth, or furniture sliders under the heel. These are considered more difficult than exercise ball hamstring curls, and are a great primer movement before heavy squats or deadlifts, or as an accessory movement later in a lower-body workout",
331,Total Fitness Bear Crawl,lower_body,2,20,10,9.0,bodyweight,strength,"The bear crawl is a popular bodyweight crawling exercise. While it looks simple, the bear crawl is an intense full-body movement that targets the cardiovascular system as well as a wide range of muscle groups, the shoulders, core, and legs in particular. It can be done as a full-body warm-up, in short bursts for power or circuit training, or for longer durations as cardiovascular conditioning",
332,Levitating side kick-through,lower_body,2,20,10,9.0,bodyweight,strength,"The levitating side kick-through is a full-body movement that starts in a bear crawl position and ends with a leg kicked out to the side. In between reps, you kick into the air in a partial handstand. It is commonly performed for reps or time in bodyweight circuits and animal-style flows, but can also work on its own or as part of a dynamic warm-up or mobility sequence",
333,Sprawl frog kick,lower_body,2,20,10,9.0,bodyweight,plyometrics,"The sprawl frog kick is an explosive bodyweight exercise that targets multiple muscle groups across the upper and lower body. It is similar to a traditional sprawl, but with an extra hop in the middle of each rep. It can be performed for time or reps in any fat-loss or athleticism-focused circuit or workout",
334,Pop squat,lower_body,2,20,10,9.0,bodyweight,plyometrics,"The pop squat is an explosive bodyweight exercise that targets the lower-body muscles, including the quads, glutes, and hamstrings. It is similar to a jump squat, but alternates between a narrow and wide stance with each jump. It can be performed for time or reps in power training and is also effective in any fat-loss or athleticism-focused workout",
335,Jumping rope,lower_body,2,20,10,10.8,bodyweight,cardio,"Jumping rope is a classic conditioning exercise that is popular with everyone from children to boxers to CrossFit athletes. It targets many different muscles, including the calves, glutes, shoulders, and upper back, and is great for everything from fat loss to improving overall athletic performance",
336,Side-to-side box skip,lower_body,2,20,10,9.0,bodyweight,plyometrics,"The side-to-side box skip is an explosive lower-body exercise that involves jumping laterally over a bench or box, landing with one foot on top of the surface, and then switching positions. It primarily targets the muscles of the lower body, but is also a serious cardiovascular challenge. It is often performed for high reps or for time as part of a fat-loss or athleticism-focused workout or circuit",
337,Bodyweight squat,lower_body,2,20,10,9.0,bodyweight,strength,"The bodyweight squat is a fundamental exercise that strengthens the quads, glutes, and hamstrings. It can be performed as part of a dynamic warm-up, for time or reps during a workout, or for hip and spine mobility any time",
338,Broad jump,lower_body,2,20,10,9.0,bodyweight,plyometrics,"The broad jump is an explosive lower-body exercise. It is a common way to measure explosive hip and lower-body strength in athletes. The more explosive you are, the farther you'll be able to jump",
339,Burpee,lower_body,2,20,10,10.8,bodyweight,cardio,"The burpee is a high-intensity exercise that recruits the entire body to build strength and aerobic capacity. It is common in CrossFit workouts and group fitness classes, but can also be performed for time or reps in any fat-loss or athleticism-focused circuit or workout",
340,Scissors Jump,lower_body,3,20,10,12.0,bodyweight,plyometrics,"The alternating lunge jump is an explosive bodyweight exercise that targets the lower-body muscles, including the quads, glutes, and hamstrings. It can be performed for time or reps in power training, and is also effective in any fat-loss or athleticism-focused workout",
341,Squat with alternating side leg raise,lower_body,2,20,10,9.0,bodyweight,strength,"The squat with alternating side leg raise is a bodyweight version of the squat, but with a lateral leg lift to add extra focus to the abductor muscles. It can be performed for time or for reps as part of a dynamic warm-up for the lower body, or in any lower-body portion of a workout",
342,Lunge kick,lower_body,2,20,10,9.0,bodyweight,strength,"The lunge kick is a lower-body, cardio-based exercise performed at a high intensity. It includes a kick of the front leg to make the movement more powerful. It can be performed either for time or reps and is a great inclusion in a fat-loss or athleticism-focused circuit workout",
343,Curtsy lunge,lower_body,2,20,10,9.0,bodyweight,strength,"The curtsy lunge is a lower-body bodyweight movement that targets the muscles of the hips and glutes. It is usually performed for moderate to high reps, at least 8-12 reps per leg",
344,Side-lying leg lift,lower_body,2,20,10,9.0,bodyweight,strength,"The side-lying leg lift is a bodyweight exercise targeting the muscles of the hips and glutes. It can be a worthy addition to a dynamic warm-up on a lower-body or strength-focused training day, a component of a lower-body circuit or workout, or a glute activation drill to do anytime. Generally, leg lifts are done for high reps, such as 8-15 reps per leg or more",
345,FYR Progressive High Knee,lower_body,2,20,10,9.0,bodyweight,strength,"High knees is a full-body, cardio-based exercise with an emphasis on the lower body. It is often performed for reps or time as part of a dynamic warm-up",
346,Wall squat,lower_body,2,20,10,9.0,bodyweight,strength,"The wall squat is a bodyweight exercise targeting the quadriceps, as well as other muscles in the lower body and core. The lifter's back is flat against a wall, and the back slides down and up the wall during each rep. If you don't have a smooth wall to slide on, the exercise can also be performed with an exercise ball between the back and the wall",
347,Glute bridge,lower_body,2,20,10,9.0,bodyweight,strength,"The glute bridge is a popular lower-body bodyweight exercise that primarily targets the glutes, but also activates the lower back and hamstrings. It can be performed with body weight alone, or with added resistance such as barbells, dumbbells, or bands. It can be performed for time or reps and works perfectly in a dynamic warm-up for lower-body training, but can also be performed for glute activation anytime",
348,Single-leg glute bridge,lower_body,2,20,10,9.0,bodyweight,strength,"The single-leg glute bridge is a lower-body exercise that targets the glutes, lower back, and hamstrings. It is performed one side at a time",
349,Step-up with knee raise,lower_body,2,20,10,9.0,bodyweight,strength,"The step-up with knee raise is a lower-body exercise targeting the quads, glutes, and hamstrings. It differs from a traditional step-up in that at the top, you lift the trailing leg up to full hip flexion. This gives the exercise a greater range of motion and more of a focus on powerful hip extension in the working leg. When performed with body weight, these are usually performed for high reps as part of a dynamic warm-up, as cardio acceleration, or as part of the lower-body portion of a workout or circuit",
350,Walking lunge,lower_body,2,20,10,9.0,bodyweight,strength,"The walking lunge is a lower-body exercise that targets the glutes, quads, and hamstrings while challenging stability and balance. It can be performed for reps, time, or distance in the lower-body portion of any workout",
351,Standing calf raise-,lower_body,2,20,10,9.0,bodyweight,strength,"The standing calf raise is a popular movement to target the calf muscles of the lower leg, particularly the gastrocnemius muscle. When unweighted, it is usually performed for high reps or for time",
352,Standing Calf Raise,lower_body,2,20,10,9.0,bodyweight,strength,"The standing calf raise is a popular movement to target the calf muscles of the lower leg, and in particular the gastrocnemius muscles. When unweighted, it is usually performed for high reps or for time",
353,FYR Tuck Jump,lower_body,2,20,10,9.0,bodyweight,strength,"The tuck jump is a vertical jump, an explosive lower-body exercise that is a common way to measure explosive hip and lower-body strength in athletes. The more explosive you are, the higher you'll be able to jump",
354,Bodyweight Squat - Gethin Variation,lower_body,2,20,10,9.0,bodyweight,strength,"The bodyweight squat is a fundamental exercise that strengthens the quads, glutes, and hamstrings. It can be performed as part of a dynamic warm-up, for time or reps during a workout, or for hip and spine mobility any time",
355,Bodyweight Walking Lunge - Gethin Variation,lower_body,2,20,10,9.0,bodyweight,strength,"The walking lunge is a lower-body exercise that targets the glutes, quads, and hamstrings while challenging stability and balance. It can be performed for reps, time, or distance in the lower-body portion of any workout",
356,Natural Glute Ham Raise,lower_body,1,20,10,6.0,bodyweight,strength,The glute ham raise is an exercise targeting the glutes and hamstrings on a GHD,
357,Single-leg balance and reach,lower_body,1,20,10,6.0,bodyweight,stretching,The single-leg balance and reach is an exercise that focuses on lower-body strength and stability,
358,Glute-Ham Raise - Gethin Variation,lower_body,2,20,10,9.0,bodyweight,strength,The glute ham raise is an exercise targeting the glutes and hamstrings on a GHD,
359,Natural Glute Ham Raise - Gethin Variation,lower_body,2,20,10,9.0,bodyweight,strength,The glute ham raise is an exercise targeting the glutes and hamstrings on a GHD,
360,Single-arm kettlebell clean,lower_body,1,20,10,6.0,,strength,"The single-arm kettlebell clean is an explosive kettlebell exercise where the lifter pulls the weight to shoulder level in a single movement. While the kettlebell clean is often used as a transitional movement into the press or front squat, it is also a valuable strength and power exercise in its own right. It can be performed in low rep ranges for strength or higher rep ranges for technique practice or muscle growth",
361,Romanian Deadlift With Dumbbells,lower_body,1,20,10,6.0,,strength,"The dumbbell stiff-legged deadlift targets the hamstrings, glutes, low and upper back, as well as the core. The purpose of the stiff-legged, as opposed to Romanian deadlift with slightly bent knees, is to engage the hamstrings and low back to an even greater degree",
362,Single-leg depth squat,lower_body,2,20,10,9.0,resistance_bands,strength,"The single-leg depth squat is an exercise targeting the muscles of the lower body, including the quads, glutes, and hamstrings. It is sometimes used as a substitute for the pistol squat, since it doesn't demand the same level of flexibility to perform. It is usually performed for low to moderate reps with a focus on proper form and control",
363,Glute ham raise-,lower_body,1,20,10,6.0,,strength,"The glute ham raise is an exercise targeting the glutes and hamstrings on a GHD, or glute ham developer bench. The unassisted version of the movement requires serious hamstring strength, so it is more common to see versions that use a band or PVC pipe for assistance. It is commonly performed as an accessory movement for heavy barbell lifts. While a single rep may be a struggle at first, with time, strong athletes can build up to doing them for 8-12 reps per set",
364,Lying Leg Curls,lower_body,1,20,10,6.0,machine,strength,"The lying leg curl is a popular machine-based exercise for the legs, particularly the hamstrings. It is similar to the seated leg curl, but the open hip angle in the lying leg curl may incorporate more glute and calf activation. It is usually performed for moderate to high reps, such as 8-12 reps per set or more, as part of a leg pre-exhaust or as a muscle-building movement for lower-body training",
365,Smith machine stiff-legged deadlift,lower_body,1,20,10,6.0,machine,strength,"The Smith machine stiff-legged deadlift is a machine-based exercise targeting the muscles of the hamstrings, glutes, and upper back. The Smith machine mimics a barbell but provides more stability. This movement can be programmed like a traditional stiff-legged or Romanian deadlift, in low reps for strength or higher reps for muscle and strength endurance. It is often performed for moderate to high reps, such as 8-12 reps per set or more, as part of a full-body or lower-body workout",
366,Stiff-Legged Deadlift,lower_body,1,20,10,6.0,barbell,strength,"The barbell stiff-legged deadlift targets the hamstrings, glutes, lower and upper back, as well as the core. It is a popular accessory movement for the deadlift, but also a muscle-building hamstring movement",
367,Banded jump squat,lower_body,2,20,10,9.0,resistance_bands,strength,"The banded jump squat is an explosive bodyweight squat variation performed with a band around the thighs just above the knees. This increases muscle activation in the hips and glutes, while the squat targets the quads, hamstrings, and glutes. The banded jump squat can be performed for low reps as a power-focused exercise, or for higher reps to build muscle in the lower body, challenge conditioning, and burn fat",
368,Box jump,lower_body,1,20,10,6.0,equipment_other,plyometrics,"The box jump is an explosive exercise that strengthens the muscles of the lower body, including the quads, glutes, calves, and hamstrings. They also develop power in the lower body while revving the heart rate. Box jumps can be performed for low reps to focus on strength and power, or for higher reps for metabolic conditioning. Most coaches recommend stepping down rather than jumping down between reps",
369,Sled push-,lower_body,1,20,10,7.2,equipment_other,cardio,"The sled push is a conditioning exercise that targets the cardiovascular system and the muscles of the lower body. It involves pushing a sled along turf or another flat surface either for time or distance. Depending on your type of equipment, you may be pushing handles or straps in front of the sled. It can be used as part of a dynamic warm-up or for power training, as a finisher, or as part of a conditioning workout or circuit",
370,Alternating lunge jump,lower_body,1,20,10,6.0,,stretching,"The alternating lunge jump is an explosive bodyweight exercise that targets the lower-body muscles, including the quads, glutes, and hamstrings. It can be performed for time or reps in power training, and is also effective in any fat-loss or athleticism-focused workout",
371,Banded squat toe tap,lower_body,2,20,10,9.0,resistance_bands,strength,"The banded squat toe tap is a banded variation on the classic bodyweight squat, but with a lateral toe tap to add extra focus to the stabilizer muscles around the hips. It can be performed for time or for reps as part of a dynamic warm-up for the lower body, or in any lower-body portion of a workout",
372,Band overhead squat,lower_body,2,20,10,9.0,resistance_bands,strength,"The band overhead squat is a full-body, functional movement that works to build full-body strength and stability. It is a variation of the classic barbell exercise and can be used to train core strength and stability for Olympic weightlifting or CrossFit",
373,Hyperextension (45°),lower_body,1,20,10,6.0,barbell,strength,Position thighs prone on padding. Hook heels on platform lip or under padded brace. Place barbell on back of shoulders and grasp bar to sides. Raise upper body until hip and waist are fully extended. Lower body by bending hips and waist until fully flexed. Repeat,
374,Lying Leg Curl,lower_body,1,20,10,6.0,cable_machine,strength,Attach two ankle cuffs to low pulley attachment. With cuffs on both ankles lie prone on flat bench with knees just beyond edge of bench. Grip under side or base of bench for support. Raise ankles to glutes by flexing knees. Lower ankles until knees are straight. Repeat,
375,Standing Leg Curl,lower_body,1,20,10,6.0,cable_machine,strength,"Attachfoot harnessto low pulley. With foot harness on one ankle, grasp support bar with both hands and step back with other foot. Elbows remain straight to support body. Attached foot is slightly off floor. Pull cable attachment back by flexing knee until knee is fully flexed. Return by straightening knee to original position and repeat. Continue with opposite leg",
376,Bent-over Leg Curl,lower_body,1,20,10,6.0,machine_selectorized,strength,"Stand in machine with lower pads behind lower legs, upper pads in front of thighs, and lever fulcrum between knees. Bend over, placing forearms on pads, and grasp handles. Stand with body weight shifted on foot of resting leg and raise foot of exercising leg slightly off of floor or platform. Raise lever up by bending knee as high as possible. Return lever until knee is straight. Repeat. Continue with opposite leg",
377,Kneeling Leg Curl,lower_body,1,20,10,6.0,machine_selectorized,strength,Mount machine by placing supporting knee on horizontal pad and other leg under roller pad with knee against vertical pad. Grip handles and place forearm on padded arm rest. Raise ankle to back of thigh by flexing knee. Lower ankle until knee is straight. Repeat. Continue with opposite leg,
378,Seated Leg Curl,lower_body,1,20,10,6.0,machine_selectorized,strength,Sit on apparatus with back against padded back support. Place back of lower legs on top of far padded lever. Secure lap pad on thighs just above knees. Grasp handles on lap support. Pull far padded lever toward back of thighs by flexing knees. Return lever until knees are straight. Repeat,
379,Reverse Calf Raise,lower_body,1,20,10,6.0,cable_machine,strength,Place cable belt or dip belt around waist. Kneel before low pulley and attach it to cable. Stand and position heels on forward edge of platform. Grasp support bar for balance. Pull forefeet up toward body as far as possible. Return by extending feet until toes are pointed downward. Repeat,
380,Speed Box Squat,lower_body,2,20,10,9.0,resistance_bands,powerlifting,"The banded barbell box squat is a strength and power exercise targeting the lower body. It is popular in powerlifting training, either performed with light weights as a power and speed exercise, or heavier for strength. It is usually performed to a box of a height that demands the squatter to decent to around parallel",
381,Band split squat,lower_body,2,20,10,9.0,resistance_bands,strength,"The band split squat is a band movement targeting the quads, glutes, and hamstrings. It can be performed either for time or reps, and is often included as part of a fat-loss or athleticism-focused circuit workout. Leaning back places more emphasis on the glutes and hamstrings, while standing straight up targets the quads",
382,Hamstring slide,lower_body,1,20,10,6.0,equipment_other,strength,"The hamstring slide is a bodyweight exercise targeting the hamstrings. Lying supine on a smooth surface, bend your knees to pull both heels toward you. The sliding action requires a pad, cloth, or furniture sliders under the heels. These are considered more difficult than exercise ball hamstring curls and are a great primer movement before heavy squats or deadlifts, or as an accessory movement later in a lower-body workout",
383,Seated Reverse Calf Press,lower_body,1,20,10,6.0,,strength,Sit on seat and place feet very high on platform. Grasp handles to sides and extend knees. Pull forefoot back toward body as far as possible while pushing platform with heels. Return feet down to platform and repeat,
384,Lying Reverse Calf Press,lower_body,1,20,10,6.0,,strength,Position sled away from platform. Lie supine on sled with shoulders against pad and place feet very high on platform. Grasp handles to sides and straighten knees. Pull forefoot back toward body as far as possible while pushing platform with heels. Return feet down to platform and repeat,
385,Reverse Calf Extension,lower_body,1,20,10,6.0,machine_selectorized,strength,Sit on seat and position heels on lever platform with fore feet extended off top. Grasp handles to sides and straighten knees. Pull forefoot back toward body as far as possible while pushing platform with heels. Return feet down to platform and repeat,
386,Calf Press,lower_body,1,20,10,6.0,machine,strength,"The standing calf raise is a popular movement to target the calf muscles of the lower leg, and in particular the gastrocnemius muscles. When unweighted, it is usually performed for high reps or for time",
387,Hip Adduction,lower_body,1,20,10,6.0,cable_machine,strength,Stand in front of low pulley facing to one side. Attach cable cuff to near ankle. Step out away from stack with wide stance and grasp ballet bar. Stand on far foot and allow near leg to be Pulled toward low pulley. Move near leg just in front of far leg by abduction hip. Return and repeat. Turn around and continue with opposite leg,
388,Leg Curl,lower_body,1,20,10,6.0,,strength,"Sit on floor facing suspension trainer in low position. Place heels in loops with soles contacting handles. Lay supine, extend legs out straight, and place arms on floor off to sides. Straighten low back, knees, and hips, raising back and hips off of floor. Pull heels toward rear end by bending knees and hips simultaneously. Return to original position by straightening knees and hips. Repeat",
389,Standing Hip Adduction,lower_body,1,20,10,6.0,machine_selectorized,strength,Adjust platform so lever fulcrum is same height as hip articulation. Adjust roller pad to side position. Face machine and grasp bars to sides. Place inside of thigh on roller pad and remain standing on supporting leg. Move leg toward and across supporting leg Return and repeat. Reposition roller pad lever and continue with opposite leg,
390,Leg Extension,lower_body,1,20,10,6.0,machine_selectorized,strength,Sit on apparatus with back against padded back support. Place front of lower legs under padded lever. Position knee articulation at same axis as lever fulcrum. Grasp handles to sides for support. Move lever forward and upward by extending knees until legs are straight. Return lever to original position by bending knees. Repeat,
391,Standing Calf Raises,lower_body,1,20,10,6.0,machine,strength,"The standing calf raise is a popular movement to target the calf muscles of the lower leg, and in particular the gastrocnemius muscles. When unweighted, it is usually performed for high reps or for time",
392,Hyperextension,lower_body,1,20,10,6.0,barbell,strength,Position thighs prone on large pad and lower leg under padded brace. Place barbell on back of shoulders and grasp bar to sides. Raise upper body until hip and waist are fully extended. Lower body by bending hips and waist until fully flexed. Repeat,
393,Standing barbell calf raise,lower_body,1,20,10,6.0,barbell,strength,"The standing barbell calf raise is a popular exercise to target the calf muscles of the lower leg, particularly the gastrocnemius muscle. It can be performed for time or for reps, either using a barbell or Smith machine bar if balance is a problem",
394,Smith machine standing calf raise,lower_body,2,20,10,9.0,barbell,strength,"The Smith machine standing calf raise is a machine-based exercise targeting the muscles of the calves, particularly the gastrocnemius or upper calf muscle. It is usually performed for moderate to high reps, such as 8-12 reps per set or more, as part of the lower-body portion of a workout",
395,Dumbbell walking calf raise,lower_body,2,20,10,9.0,,strength,"The dumbbell walking calf raise is a dynamic exercise targeting the calf muscles of the lower leg, particularly the gastrocnemius muscle. It can be performed for distance or for reps",
396,Weighted donkey calf raise,lower_body,2,20,10,9.0,equipment_other,strength,"The weighted donkey calk raise is a strength and muscle-building exercise focused on the muscles of the lower leg, most prominently the gastrocnemius muscle. While traditional donkey calf raises involved either a specific machine or carrying another person on one's back, this method uses a weight belt. It can be done in traditional muscle-building rep ranges, or for higher reps as part of lower-body training",
397,Single-leg machine seated calf raise,lower_body,2,20,10,9.0,equipment_other,strength,"The single-leg machine seated calf raise is an exercise targeting the calf muscles of the lower leg, particularly the soleus muscle. It is usually performed for moderate to high reps, such as 8-12 reps per set, but occasionally for higher reps of 20 per set or more",
398,Smith Machine Calf Raise,lower_body,2,20,10,9.0,machine,strength,"The Smith machine standing calf raise is a machine-based exercise targeting the muscles of the calves, particularly the gastrocnemius or upper calf muscle. It is usually performed for moderate to high reps, such as 8-12 reps per set or more, as part of the lower-body portion of a workout",
399,Seated Calf Raise,lower_body,2,20,10,9.0,machine,strength,"The machine seated calf raise is an exercise targeting the calf muscles of the lower leg, particularly the soleus muscle. It is usually performed for moderate to high reps, such as 8-12 reps per set, and occasionally for very high burnout-focused sets of 50-100 total reps",
400,Calf Press On The Leg Press Machine,lower_body,2,20,10,9.0,machine,strength,"The leg press calf raise is an exercise that uses the leg press machine to work the calves. With the toes and balls of your feet on the platform but heels off, you push forward to work the calves",
